ORF_ID	ARO	Database	Cut_Off	Drugs	Drug Classes	Original Drug Classes
gi|898214167|emb|CPR44997.1| macrolide transporter subunit MacA [Salmonella enterica subsp. enterica serovar Bovismorbificans]	3000533	sarg	Loose	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
CP001138.1.gene376.p01 outer membrane protein OprM. Encoded by gene SeAg_B0383. Identified by match to protein family HMM PF02321; match to protein family HMM TIGR01845. ARO:3000379 oprM [Salmonella enterica subsp. enterica serovar Agona str. SL483]	3000791	sarg	Strict	['monobactam', 'carbapenem', 'cephalosporin', 'penicillin beta-lactam', 'chloramphenicol']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'phenicol antibiotic']	multidrug
gi|695840638|ref|WP_032753940.1| MacB family efflux pump subunit [Klebsiella pneumoniae] >gi|635950210|gb|KDH30406.1| macrolide export ATP-binding/permease MacB [Klebsiella pneumoniae BIDMC 61] >gi|821223249|gb|KKY95311.1| macrolide transporter [Klebsiella pneumoniae] >gi|1030849879|emb|SBG95562.1| macrolide export ATP-binding/permease MacB [Klebsiella pneumoniae] >gi|1031271448|emb|SAV50308.1| macrolide export ATP-binding/permease MacB [Klebsiella pneumoniae]	3000535	sarg	Loose	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
AJ459418.gene.p01 sul3 protein. Encoded by gene sul3. ARO:3000413 sul3 [Escherichia coli]	3000413	sarg	Perfect	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	sulfonamide
gi|445947019|ref|WP_000024874.1| multidrug efflux RND transporter permease subunit [Escherichia coli] >gi|300462353|gb|EFK25846.1| multidrug resistance protein MdtF [Escherichia coli MS 187-1]	3000796	sarg	Strict	['erythromycin', 'cloxacillin', 'oxacillin', 'norfloxacin']	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	multidrug
M58515.1.gene2.p01 chloramphenicol acetyltransferase. Encoded by gene CAT. cat Curated. ARO:3002670 cat [Staphylococcus aureus RN4220]	3004658	sarg	Strict	['chloramphenicol']	['phenicol antibiotic']	chloramphenicol
gi|983506405|ref|WP_060659254.1| outer membrane channel protein TolC [Escherichia coli] >gi|971259309|gb|KUG77651.1| outer membrane channel protein [Escherichia coli]	3000237	sarg	Strict	['erythromycin', 'cloxacillin', 'gentamicin C', 'tigecycline', 'cephalosporin', 'ciprofloxacin', 'spectinomycin', 'streptomycin', 'tetracycline', 'tobramycin', 'oxacillin', 'ceftazidime', 'ertapenem', 'piperacillin', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'rifampin', 'imipenem', 'chloramphenicol', 'polymyxin B1', 'polymyxin B2', 'polymyxin B3', 'polymyxin B4', 'ampicillin', 'nalidixic acid', 'norfloxacin', 'cefalotin', 'triclosan', 'ticarcillin']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	multidrug
AJ871866.1.gene1.p01 beta-lactamase. OXY-2-1 Curated. Encoded by gene blaOXY-2. ARO:3002396 OXY-2-1 [Klebsiella oxytoca]	3002396	sarg	Perfect	['monobactam', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta_lactam
gi|630373415|gb|AHY97755.1| MFS transporter [Listeria monocytogenes] >gi|683478178|gb|KFZ72381.1| MFS transporter [Listeria monocytogenes] >gi|738558392|gb|KHQ61891.1| MFS transporter [Listeria monocytogenes] >gi|741045476|gb|AJA83755.1| putative membrane protein [Listeria monocytogenes] >gi|984412570|emb|CUL99930.1| putative Membrane protein [Listeria monocytogenes] >gi|984427230|emb|CUM34366.1| putative Membrane protein [Listeria monocytogenes] >gi|984432750|emb|CUK65132.1| putative Membrane protein [Listeria monocytogenes] >gi|984447915|emb|CUK69797.1| putative Membrane protein [Listeria monocytogenes] >gi|990860990|emb|CWV43851.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|990879783|emb|CWU96028.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|990883472|emb|CWU43626.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|990902843|emb|CWW65535.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|990965649|emb|CWV71173.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|990984638|emb|CWU54727.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|990992303|emb|CWV28351.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991000883|emb|CWW78283.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991007370|emb|CWX23152.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991016361|emb|CWV23620.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991049222|emb|CWW45792.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991052797|emb|CWT96329.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991053947|emb|CWW02709.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991062735|emb|CWW86433.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991077736|emb|CWU98584.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991083743|emb|CWV52277.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991086886|emb|CWW83952.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991092965|emb|CWV56365.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991104540|emb|CWV12266.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991113991|emb|CWV05879.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991116571|emb|CWW41524.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991122763|emb|CWV45652.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991142600|emb|CWU12587.1| Multidrug resistance protein MdtH [Listeria monocytogenes] >gi|991146683|emb|CWV94298.1| Multidrug resistance protein MdtH [Listeria monocytogenes]	3003969	sarg	Loose	['erythromycin', 'roxithromycin', 'tetracycline', 'clarithromycin', 'minocycline', 'azithromycin', 'chlortetracycline', 'demeclocycline', 'oxytetracycline', 'dalfopristin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'streptogramin antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	multidrug
YP_274481 multidrug efflux RND transporter MexF [Pseudomonas syringae pv. phaseolicola 1448A]	3000777	sarg	Strict	['tetracycline']	['tetracycline antibiotic']	multidrug
ZP_02405550 multidrug efflux pump BpeF [Burkholderia pseudomallei DM98]	3000777	sarg	Strict	['tetracycline']	['tetracycline antibiotic']	multidrug
CAC17149 cephalosporinase [Ochrobactrum anthropi]	3002519	sarg	Strict	['monobactam', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta_lactam
ACA35067 aminoglycoside phosphotransferase [Proteus mirabilis]	3002641	sarg	Strict	['neomycin', 'ribostamycin', 'kanamycin A', 'gentamicin B', 'paromomycin', 'lividomycin']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	aminoglycoside
gi|488172572|ref|WP_002243780.1| membrane protein [Neisseria meningitidis] >gi|402342315|gb|EJU77483.1| multiple transferable resistance system protein MtrE [Neisseria meningitidis NM3001]	3000812	sarg	Loose	['erythromycin', 'azithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	multidrug
gi|763182672|ref|WP_044061609.1| MacB family efflux pump subunit [Escherichia coli]	3000535	sarg	Loose	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
gi|555222481|ref|WP_023215070.1| MacB family efflux pump subunit [Salmonella enterica] >gi|554174443|gb|ESG13795.1| macrolide transporter ATP-binding /permease protein [Salmonella enterica subsp. enterica serovar Oranienburg str. 701] >gi|554175384|gb|ESG14695.1| macrolide transporter ATP-binding /permease protein [Salmonella enterica subsp. enterica serovar Oranienburg str. 0250] >gi|556540826|gb|ESP73306.1| macrolide transporter ATP-binding /permease protein [Salmonella enterica subsp. enterica serovar Saintpaul str. S-70] >gi|556547790|gb|ESP79764.1| macrolide transporter ATP-binding /permease protein [Salmonella enterica subsp. enterica serovar Oranienburg str. S-76] >gi|967977716|gb|KTQ18486.1| macrolide transporter [Salmonella enterica]	3000535	sarg	Loose	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
gi|686437557|ref|WP_031923002.1| MFS transporter [Staphylococcus aureus] >gi|600342213|gb|EYM41579.1| quinolone resistance protein norA [Staphylococcus aureus W45421] >gi|600348000|gb|EYM47276.1| quinolone resistance protein norA [Staphylococcus aureus W75262]	3004667	sarg	Strict	['enoxacin', 'ciprofloxacin', 'norfloxacin', 'ofloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	quinolone
gi|445983950|ref|WP_000061805.1| Lsa family ABC-F type ribosomal protection protein [Bacillus thuringiensis] >gi|228832069|gb|EEM77654.1| ABC transporter, ATP-binding protein [Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1] >gi|753329659|gb|AJG77168.1| ABC transporter family protein [Bacillus thuringiensis]	3003111	sarg	Loose	['clindamycin', 'pleuromutilin']	['lincosamide antibiotic', 'pleuromutilin antibiotic']	macrolide-lincosamide-streptogramin
gi|485656255|ref|WP_001300410.1| multidrug export protein EmrA [Escherichia coli] >gi|188487308|gb|EDU62411.1| multidrug resistance protein A [Escherichia coli 53638]	3000027	sarg	Strict	['nalidixic acid']	['fluoroquinolone antibiotic']	multidrug
gi|851962897|ref|WP_048233629.1| SRT/SST family class C beta-lactamase [Serratia marcescens] >gi|838732651|gb|KLX15848.1| beta-lactamase [Serratia marcescens] >gi|839839303|gb|KMJ11651.1| beta-lactamase [Serratia marcescens]	3009065	sarg	Strict	['cephalosporin']	['beta-lactam antibiotic']	beta_lactam
gi|691135181|ref|WP_032049540.1| MexE family multidrug efflux RND transporter periplasmic adaptor subunit [Acinetobacter baumannii] >gi|589521348|gb|EXI01523.1| efflux transporter, RND family, MFP subunit [Acinetobacter baumannii 607805]	3000778	sarg	Strict	['tetracycline']	['tetracycline antibiotic']	multidrug
NC_010558.1.6275958.p01 RmtB. Identical to 16S rRNA methylase. Encoded by gene RmtB. ARO:3000860 rmtB [Escherichia coli 1520]	3000860	sarg	Perfect	['dibekacin', 'amikacin', 'gentamicin C', 'sisomicin', 'netilmicin', 'kanamycin A', 'tobramycin', 'isepamicin', 'G418', 'arbekacin', 'gentamicin B']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	aminoglycoside
AY528425.1.gene1.p1 extended spectrum beta-lactamase TEM-133. TEM-133 Curated. Encoded by gene AAS19171.1. ARO:3000997 TEM-133 [Klebsiella pneumoniae]	3000997	sarg	Perfect	['monobactam', 'cephalosporin', 'ceftazidime', 'penicillin beta-lactam', 'ampicillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta_lactam
gi|1031653780|gb|ANG23442.1| beta-lactamase TEM-1 variant [synthetic construct]	3000873	sarg	Strict	['monobactam', 'cephalosporin', 'cefazolin', 'amoxicillin', 'penicillin beta-lactam', 'ampicillin', 'cefalotin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta_lactam
gi|585360557|ref|WP_024242152.1| outer membrane channel protein TolC [Escherichia coli]	3000237	sarg	Strict	['erythromycin', 'cloxacillin', 'gentamicin C', 'tigecycline', 'cephalosporin', 'ciprofloxacin', 'spectinomycin', 'streptomycin', 'tetracycline', 'tobramycin', 'oxacillin', 'ceftazidime', 'ertapenem', 'piperacillin', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'rifampin', 'imipenem', 'chloramphenicol', 'polymyxin B1', 'polymyxin B2', 'polymyxin B3', 'polymyxin B4', 'ampicillin', 'nalidixic acid', 'norfloxacin', 'cefalotin', 'triclosan', 'ticarcillin']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi|446783041|ref|WP_000860297.1| bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase [Escherichia coli] >gi|371608665|gb|EHN97217.1| bifunctional polymyxin resistance protein ARNA [Escherichia coli B093] >gi|635905534|gb|KDG85996.1| bifunctional polymyxin resistance protein ARNA [Escherichia coli UCI 57] >gi|635909155|gb|KDG89604.1| bifunctional polymyxin resistance protein ARNA [Escherichia coli UCI 58] >gi|1026875773|gb|OAF30229.1| UDP-4-amino-4-deoxy-L-arabinose formyltransferase [Escherichia coli] >gi|1026883692|gb|OAF37473.1| UDP-4-amino-4-deoxy-L-arabinose formyltransferase [Escherichia coli] >gi|1026887582|gb|OAF41113.1| UDP-4-amino-4-deoxy-L-arabinose formyltransferase [Escherichia coli] >gi|1026898197|gb|OAF50908.1| UDP-4-amino-4-deoxy-L-arabinose formyltransferase [Escherichia coli]	3002985	sarg	Loose	['polymyxin B']	['peptide antibiotic']	polymyxin
gi|510923351|ref|WP_016244136.1| multidrug resistance protein MdtN [Escherichia coli] >gi|508442890|gb|EOW12863.1| multidrug resistance protein mdtN [Escherichia coli KTE102] >gi|937685634|gb|KPO19075.1| multidrug resistance protein MdtN [Escherichia coli]	3003548	sarg	Strict	['acriflavine', 'puromycin']	['nucleoside antibiotic', 'disinfecting agents and antiseptics']	multidrug
AAY43207 GES-9 [Pseudomonas aeruginosa]	3002338	sarg	Perfect	['carbapenem', 'cephalosporin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta_lactam
gi|860352924|ref|WP_048394111.1| fosfomycin resistance protein FosB [Lysinibacillus sp. LK3] >gi|857263269|gb|KMN38829.1| fosfomycin resistance protein FosB [Lysinibacillus sp. LK3]	3007372	sarg	Strict	['fosfomycin']	['phosphonic acid antibiotic']	fosfomycin
A1AHP3 RecName: Full=Multidrug resistance protein mdtL	3003801	sarg	Loose	['bicyclomycin']	['bicyclomycin-like antibiotic']	multidrug
P22390 RecName: Full=Beta-lactamase; AltName: Full=Penicillinase; Flags: Precursor	3009044	sarg	Strict	['penicillin beta-lactam']	['beta-lactam antibiotic']	beta_lactam
gi|545248523|ref|WP_021546864.1| multidrug resistance protein MdtH [Escherichia coli] >gi|536004032|gb|ERB03449.1| multidrug resistance protein mdtH [Escherichia coli KOEGE 3 (4a)]	3001216	sarg	Strict	['enoxacin', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	multidrug
gi|1031636934|gb|ANG15465.1| beta-lactamase TEM-1 variant [synthetic construct]	3007453	sarg	Strict	['monobactam', 'cephalosporin', 'ceftazidime', 'penicillin beta-lactam', 'ampicillin']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	beta_lactam
gi|730668970|ref|WP_034067203.1| MexH family multidrug efflux RND transporter periplasmic adaptor subunit [Pseudomonas aeruginosa]	3000807	sarg	Strict	['acriflavine', 'tetracycline', 'norfloxacin']	['fluoroquinolone antibiotic', 'tetracycline antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi|1046758755|gb|OCK71359.1| outer membrane channel protein TolC [Escherichia coli]	3000237	sarg	Strict	['erythromycin', 'cloxacillin', 'gentamicin C', 'tigecycline', 'cephalosporin', 'ciprofloxacin', 'spectinomycin', 'streptomycin', 'tetracycline', 'tobramycin', 'oxacillin', 'ceftazidime', 'ertapenem', 'piperacillin', 'penicillin beta-lactam', 'novobiocin', 'azithromycin', 'rifampin', 'imipenem', 'chloramphenicol', 'polymyxin B1', 'polymyxin B2', 'polymyxin B3', 'polymyxin B4', 'ampicillin', 'nalidixic acid', 'norfloxacin', 'cefalotin', 'triclosan', 'ticarcillin']	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi|912462288|ref|WP_050164976.1| MacA family efflux pump subunit [Neisseria gonorrhoeae] >gi|891822749|emb|CNT02033.1| ABC transporter periplasmic protein [Neisseria gonorrhoeae] >gi|892023711|emb|CNR95885.1| ABC transporter periplasmic protein [Neisseria gonorrhoeae]	3000533	sarg	Strict	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
gi|919791854|ref|WP_052896466.1| macrolide ABC transporter permease/ATP-binding protein MacB [Escherichia coli] >gi|921394117|emb|CTR11932.1| macrolide export ATP-binding/permease protein [Escherichia coli]	3000535	sarg	Loose	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
gi|949718947|ref|WP_057063453.1| macrolide ABC transporter permease/ATP-binding protein MacB [Citrobacter freundii] >gi|938653170|gb|KPR55913.1| macrolide transporter [Citrobacter freundii]	3000535	sarg	Loose	['erythromycin']	['macrolide antibiotic']	macrolide-lincosamide-streptogramin
gi|447097715|ref|WP_001174971.1| MULTISPECIES: MATE family efflux transporter [Escherichia] >gi|500631376|gb|EOQ70931.1| multidrug resistance protein mdtK [Escherichia coli KTE33] >gi|508308573|gb|EOU80896.1| multidrug resistance protein mdtK [Escherichia sp. KTE31] >gi|535452991|gb|EQV93189.1| multidrug efflux transporter MdtK [Escherichia coli KOEGE 71 (186a)] >gi|598677663|gb|EYD85650.1| multidrug resistance protein mdtK [Escherichia coli 1-176-05_S3_C2]	3003953	sarg	Loose	['acriflavine', 'norfloxacin']	['fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	multidrug
gi|1005557615|ref|WP_061654778.1| fosfomycin resistance protein FosB [Bacillus cereus] >gi|1003869406|gb|KXY63579.1| fosfomycin resistance protein FosB [Bacillus cereus]	3000172	sarg	Strict	['fosfomycin']	['phosphonic acid antibiotic']	fosfomycin
